date,close_indice,close_future
2021-09-22,"56,938.31","56,420"
2021-09-23,"57,642.54","57,160"
2021-09-24,"57,642.54","57,160"
2021-09-25,"57,642.54","57,160"
2021-09-26,"57,642.54","57,160"
2021-09-27,"57,784.27","57,307"
2021-09-28,"57,462.19","56,891"
2021-09-29,"58,022.33","57,633"
2021-09-30,"57,863.40","57,528"
2021-10-01,"57,265.62","56,874"
2021-10-02,"57,265.62","56,874"
2021-10-03,"57,265.62","56,874"
2021-10-04,"57,754.97","57,331"
2021-10-05,"58,097.72","57,780"
2021-10-06,"57,523.81","57,314"
2021-10-07,"58,721.80","58,577"
2021-10-08,"58,839.09","58,775"
2021-10-09,"58,839.09","58,775"
2021-10-10,"58,839.09","58,775"
2021-10-11,"59,662.98","59,610"
2021-10-12,"59,501.73","59,459"
2021-10-13,"59,516.75","59,392"
2021-10-14,"60,391.05","60,346"
2021-10-15,"60,494.02","60,464"
2021-10-16,"60,494.02","60,464"
2021-10-17,"60,494.02","60,464"
2021-10-18,"60,220.45","60,316"
2021-10-19,"60,190.06","60,264"
2021-10-20,"60,347.45","60,424"
2021-10-21,"59,535.08","59,458"
2021-10-22,"60,524.55","60,578"
2021-10-23,"60,524.55","60,578"
2021-10-24,"60,524.55","60,578"
2021-10-25,"60,445.78","60,364"
2021-10-26,"61,024.55","60,921"
2021-10-27,"60,874.44","60,703"
2021-10-28,"61,093.41","61,133"
2021-10-29,"60,807.87","60,870"
2021-10-30,"60,807.87","60,870"
2021-10-31,"60,807.87","60,870"
2021-11-01,"60,807.87","60,870"
2021-11-02,"61,158.14","61,147"
2021-11-03,"61,876.97","61,933"
2021-11-04,"61,409.93","61,361"
2021-11-05,"61,115.79","60,980"
2021-11-06,"61,115.79","60,980"
2021-11-07,"61,115.79","60,980"
2021-11-08,"61,317.75","61,134"
2021-11-09,"61,246.70","61,050"
2021-11-10,"61,537.83","61,339"
2021-11-11,"62,381.97","62,431"
2021-11-12,"63,263.40","63,271"
2021-11-13,"63,263.40","63,271"
2021-11-14,"63,263.40","63,271"
2021-11-15,"63,480.76","63,381"
2021-11-16,"64,281.45","64,142"
2021-11-17,"64,337.17","64,226"
2021-11-18,"64,288.72","64,333"
2021-11-19,"63,870.65","63,786"
2021-11-20,"63,870.65","63,786"
2021-11-21,"63,870.65","63,786"
2021-11-22,"64,384.46","64,413"
2021-11-23,"64,566.39","64,557"
2021-11-24,"64,169.17","64,171"
2021-11-25,"64,062.74","64,175"
2021-11-26,"62,410.83","61,959"
2021-11-27,"62,410.83","61,959"
2021-11-28,"62,410.83","61,959"
2021-11-29,"63,600.61","63,487"
2021-11-30,"64,063.82","63,679"
2021-12-01,"64,785.66","64,824"
2021-12-02,"64,555.25","64,417"
2021-12-03,"64,306.68","64,039"
2021-12-04,"64,306.68","64,039"
2021-12-05,"64,306.68","64,039"
2021-12-06,"64,598.46","64,481"
2021-12-07,"66,513.46","66,478"
2021-12-08,"65,992.71","65,857"
2021-12-09,"65,779.50","65,716"
2021-12-10,"65,390.32","65,207"
2021-12-11,"65,390.32","65,207"
2021-12-12,"65,390.32","65,207"
2021-12-13,"65,177.02","64,892"
2021-12-14,"65,212.46","64,923"
2021-12-15,"65,102.29","64,974"
2021-12-16,"65,102.29","64,974"
2021-12-17,"64,680.34","64,597"
2021-12-18,"64,680.34","64,597"
2021-12-19,"64,680.34","64,597"
2021-12-20,"63,652.47","63,503"
2021-12-21,"64,611.70","64,496"
2021-12-22,"64,803.84","64,643"
2021-12-23,"65,125.68","64,843"
2021-12-24,"65,023.34","65,080"
2021-12-25,"65,023.34","65,080"
2021-12-26,"65,023.34","65,080"
2021-12-27,"65,023.34","65,080"
2021-12-28,"65,864.13","65,793"
2021-12-29,"66,613.94","66,583"
2021-12-30,"67,129.53","67,255"
2021-12-31,"67,052.40","67,075"
2022-01-01,"67,052.40","67,075"
2022-01-02,"67,052.40","67,075"
2022-01-03,"67,025.54","67,077"
2022-01-04,"68,398.98","68,448"
2022-01-05,"68,367.16","68,392"
2022-01-06,"67,420.20","67,425"
2022-01-07,"67,251.03","67,101"
2022-01-08,"67,251.03","67,101"
2022-01-09,"67,251.03","67,101"
2022-01-10,"67,114.14","67,084"
2022-01-11,"67,302.20","67,389"
2022-01-12,"69,206.77","69,180"
2022-01-13,"69,187.73","69,224"
2022-01-14,"68,448.15","68,495"
2022-01-15,"68,448.15","68,495"
2022-01-16,"68,448.15","68,495"
2022-01-17,"68,889.24","68,933"
2022-01-18,"68,281.90","68,251"
2022-01-19,"69,512.97","69,539"
2022-01-20,"69,586.74","69,639"
2022-01-21,"68,186.16","68,073"
2022-01-22,"68,186.16","68,073"
2022-01-23,"68,186.16","68,073"
2022-01-24,"65,653.18","65,649"
2022-01-25,"65,869.53","65,650"
2022-01-26,"67,363.61","67,109"
2022-01-27,"67,070.04","66,824"
2022-01-28,"67,021.38","66,807"
2022-01-29,"67,021.38","66,807"
2022-01-30,"67,021.38","66,807"
