date,close_indice,close_future
2015-12-07,7765.3999,"7,808.80"
2015-12-08,7701.7002,"7,728.60"
2015-12-09,7612.5,"7,644.35"
2015-12-10,7683.2998,"7,710.75"
2015-12-11,7610.4502,"7,627.90"
2015-12-12,7610.4502,"7,627.90"
2015-12-13,7610.4502,"7,627.90"
2015-12-14,7650.0498,"7,668.00"
2015-12-15,7700.8999,"7,709.40"
2015-12-16,7750.8999,"7,758.20"
2015-12-17,7844.3501,"7,856.40"
2015-12-18,7761.9502,"7,790.10"
2015-12-19,7761.9502,"7,790.10"
2015-12-20,7761.9502,"7,790.10"
2015-12-21,7834.4502,"7,841.45"
2015-12-22,7786.1001,"7,785.10"
2015-12-23,7865.9502,"7,864.00"
2015-12-24,7861.0498,"7,871.75"
2015-12-25,7861.0498,"7,871.75"
2015-12-26,7861.0498,"7,871.75"
2015-12-27,7861.0498,"7,871.75"
2015-12-28,7925.1499,"7,908.55"
2015-12-29,7928.9502,"7,932.05"
2015-12-30,7896.25,"7,901.90"
2015-12-31,7946.3501,"7,946.35"
2016-01-01,7963.2002,"7,982.00"
2016-01-02,7963.2002,"7,982.00"
2016-01-03,7963.2002,"7,982.00"
2016-01-04,7791.2998,"7,809.80"
2016-01-05,7784.6499,"7,802.75"
2016-01-06,7741.0,"7,750.05"
2016-01-07,7568.2998,"7,582.05"
2016-01-08,7601.3501,"7,605.20"
2016-01-09,7601.3501,"7,605.20"
2016-01-10,7601.3501,"7,605.20"
2016-01-11,7563.8501,"7,583.75"
2016-01-12,7510.2998,"7,534.05"
2016-01-13,7562.3999,"7,574.55"
2016-01-14,7536.7998,"7,540.55"
2016-01-15,7437.7998,"7,446.25"
2016-01-16,7437.7998,"7,446.25"
2016-01-17,7437.7998,"7,446.25"
2016-01-18,7351.0,"7,372.25"
2016-01-19,7435.1001,"7,438.10"
2016-01-20,7309.2998,"7,306.95"
2016-01-21,7276.7998,"7,290.85"
2016-01-22,7422.4502,"7,430.70"
2016-01-23,7422.4502,"7,430.70"
2016-01-24,7422.4502,"7,430.70"
2016-01-25,7436.1499,"7,435.45"
2016-01-26,7436.1499,"7,457.75"
2016-01-27,7437.75,"7,433.40"
2016-01-28,7424.6499,"7,424.65"
2016-01-29,7563.5498,"7,568.05"
2016-01-30,7563.5498,"7,568.05"
2016-01-31,7563.5498,"7,568.05"
2016-02-01,7555.9502,"7,565.35"
2016-02-02,7455.5498,"7,474.95"
2016-02-03,7361.7998,"7,383.50"
2016-02-04,7404.0,"7,422.65"
2016-02-05,7489.1001,"7,519.20"
2016-02-06,7489.1001,"7,519.20"
2016-02-07,7489.1001,"7,519.20"
2016-02-08,7387.25,"7,393.45"
2016-02-09,7298.2002,"7,325.05"
2016-02-10,7215.7002,"7,246.55"
2016-02-11,6976.3501,"6,993.45"
2016-02-12,6980.9502,"6,990.00"
2016-02-13,6980.9502,"6,990.00"
2016-02-14,6980.9502,"6,990.00"
2016-02-15,7162.9502,"7,161.45"
2016-02-16,7048.25,"7,054.10"
2016-02-17,7108.4502,"7,120.90"
2016-02-18,7191.75,"7,190.85"
2016-02-19,7210.75,"7,212.45"
2016-02-20,7210.75,"7,212.45"
2016-02-21,7210.75,"7,212.45"
2016-02-22,7234.5498,"7,240.70"
2016-02-23,7109.5498,"7,113.10"
2016-02-24,7018.7002,"7,019.05"
2016-02-25,6970.6001,"6,970.60"
2016-02-26,7029.75,"7,055.15"
2016-02-27,7029.75,"7,055.15"
2016-02-28,7029.75,"7,055.15"
2016-02-29,6987.0498,"7,008.95"
2016-03-01,7222.2998,"7,229.05"
2016-03-02,7368.8501,"7,361.55"
2016-03-03,7475.6001,"7,449.55"
2016-03-04,7485.3501,"7,460.35"
2016-03-05,7485.3501,"7,460.35"
2016-03-06,7485.3501,"7,460.35"
2016-03-07,7485.3501,"7,555.50"
2016-03-08,7485.2998,"7,452.65"
2016-03-09,7531.7998,"7,535.05"
2016-03-10,7486.1499,"7,483.70"
2016-03-11,7510.2002,"7,512.20"
2016-03-12,7510.2002,"7,512.20"
2016-03-13,7510.2002,"7,512.20"
2016-03-14,7538.75,"7,546.85"
2016-03-15,7460.6001,"7,485.40"
2016-03-16,7498.75,"7,527.00"
2016-03-17,7512.5498,"7,512.75"
2016-03-18,7604.3501,"7,605.30"
2016-03-19,7604.3501,"7,605.30"
2016-03-20,7604.3501,"7,605.30"
2016-03-21,7704.25,"7,713.35"
2016-03-22,7714.8999,"7,726.25"
2016-03-23,7716.5,"7,736.30"
2016-03-24,7716.5,"7,676.75"
2016-03-25,7716.5,"7,676.75"
2016-03-26,7716.5,"7,676.75"
2016-03-27,7716.5,"7,676.75"
2016-03-28,7615.1001,"7,638.60"
2016-03-29,7597.0,"7,620.05"
2016-03-30,7735.2002,"7,741.00"
2016-03-31,7738.3999,"7,738.40"
2016-04-01,7713.0498,"7,748.75"
2016-04-02,7713.0498,"7,748.75"
2016-04-03,7713.0498,"7,748.75"
2016-04-04,7758.7998,"7,790.75"
2016-04-05,7603.2002,"7,623.50"
2016-04-06,7614.3501,"7,634.70"
2016-04-07,7546.4502,"7,565.05"
2016-04-08,7555.2002,"7,578.10"
2016-04-09,7555.2002,"7,578.10"
2016-04-10,7555.2002,"7,578.10"
2016-04-11,7671.3999,"7,702.10"
2016-04-12,7708.9502,"7,732.80"
2016-04-13,7850.4502,"7,867.85"
2016-04-14,7850.4502,"7,933.25"
2016-04-15,7850.4502,"7,936.75"
2016-04-16,7850.4502,"7,936.75"
2016-04-17,7850.4502,"7,936.75"
